,mff,R,Zx11,Zx12,m1,b1,d1,gama1,Zx21,Zx22,m2,b2,d2,gama2,Zx31,Zx32,m3,b3,d3,gama3,cost,safety_factor,error
0,3.941489757419098,0.9356024461684267,20.333768161973754,49.88608284532123,0.8109099538571993,13.78146678011033,18.089290148958334,-2.3682639879020533,24.094476644852307,48.869447145431955,0.3586681745206344,7.697215488359087,16.106289495272023,1.692436265052069,13.622638706094197,77.28370664370996,0.5880540391676634,8.967585185966504,-3.8342583273330817,-0.3077852183326768,0.812547001618534,4.8942926921184675,0.18637602879089457
1,0.6218290803688575,1.2511172038909433,9.927187216555726,57.0024285984978,0.7594396877126053,12.084646629075694,5.718931723163088,-2.670036989281468,29.067272225578982,73.1881241754864,0.7979778724045858,9.803421216767347,14.757666123001584,-1.758707100623442,20.063739617691986,38.81719203580485,0.47420639770705547,13.233761132379309,-2.633609920540927,-0.5227115634977335,0.36133348191322395,20.94436390182687,0.2094298265235745
2,0.9819814639375029,1.0645264201825717,39.868815535444725,40.84653537899327,0.987651114755081,13.0996169045707,-15.880726454915104,-2.8856461227515093,33.7609958924003,52.595087548985646,0.6981591128561191,5.427678515516812,-12.592144335790554,1.6680473925483206,39.71328218753698,30.966639641119077,0.5958785998739029,5.111387161580425,-0.5361848462163863,1.4915441326171104,0.4318464889173754,173.50983824086657,0.20148262974514217
3,4.899158154549533,0.3679349773522316,13.772098848081738,32.25248866514308,0.9599496138446462,9.224425617290676,-6.0314989707154965,-1.7361159724758755,35.865131964057525,46.44646178413309,0.3042032895662814,6.64427838200049,4.034576771652773,-0.1352713717056404,31.06460329019705,71.55564729469994,0.772432974472764,6.353279531018357,2.339901413095138,1.6986475775645848,0.24588451283758722,28.226760335467993,0.20684716304270204
4,1.9967153875379051,1.3532152622371003,14.742723843055279,46.51923544959915,0.6879727705283714,5.864371154110282,-14.84067115283291,-0.6698398138413428,39.33857640276431,73.20837957133256,0.9186122892940247,11.205755924977803,18.746039250750393,-3.027019884944318,39.53406647756101,54.68121213208909,0.7690471149962739,13.161215174364612,-4.701802517493263,-1.4308068324157917,0.7441884759889927,66.29022865428733,0.1367476767059753
5,4.778186538060546,1.511047672900688,38.45120002858188,64.07837124457433,0.8945667224250407,6.7929865283417525,-11.620889410838643,2.5505249323230066,10.787602920546249,74.64260273387849,0.49229922262799997,9.939409907620426,8.644456391345713,2.3834638428985304,29.199031274223305,30.67277413024763,0.4906157232439411,11.984426516140067,-1.1428538694273627,2.4308578400517966,0.29197193414674305,55.83667379961675,0.229180217331691
6,4.467323231236685,1.3883975314105883,9.806960012176537,45.09379570792058,0.7254300602362822,10.696104279822901,-17.10587220084441,-1.3700430796557075,29.755610009359014,75.18034054435148,0.3238607381865417,13.46121794115579,0.4959747882491925,-0.8455555539720017,10.309151553663455,74.61774739284212,0.6153216911376689,5.849127352687072,-7.230292443188819,1.345832054661586,0.20597648495887655,25.211849733055082,0.6191763445698617
7,1.0589032498849138,1.0004987451446408,18.078861093252744,72.15032634544329,0.3347736087600437,8.214977633817842,-15.973886164301852,2.016374550350017,17.53497326566996,78.53820716680849,0.837196088606589,9.01679332251953,-13.270114178398359,1.056894888816073,19.334098763190326,77.16041711086936,0.5552297441577341,14.832856346304773,-0.1347220132885063,-2.927096347633439,0.4457712002374148,17.580698849637265,0.12430175870802539
8,2.8577516353609766,0.41011046625978903,37.157097693776315,60.243888473394215,0.9235659206931845,9.499467158093177,4.496384714915855,0.22063571967076534,26.592218132518088,51.284882287574405,0.36383449318021305,7.20726648851991,-3.550530634351592,1.563959778756013,27.864568201411092,30.04636054989444,0.5049053761786646,8.969069954555374,3.1262482625751566,-3.0403295350847253,0.45308157782707537,13.949468843993257,0.20373503016917474
9,2.6604168944027067,1.6674945546657938,18.541991154153948,79.84761168801359,0.5923333833438426,13.553032184446847,-5.583659616810763,-2.5046324938219673,30.86791371538427,36.49223780657124,0.8786448701169005,10.819878660742237,-5.157319761882114,0.07363390278344006,20.558106283725095,52.37264501483963,0.3773496150865073,8.831553331621903,13.9336206062409,0.4987714389876703,0.4315562579182032,11.991392148779132,0.21926956228880604
10,4.820176652412498,1.4063011781806323,15.334185967287551,72.41813578421515,0.3813679376400536,7.210115012625544,-1.1243100197131852,-0.0052433727245104755,18.498492714188515,42.22324634900574,0.4950290538754301,11.740043127553411,-18.285238828185733,-1.9426407174609186,12.3520108136807,61.8871321825509,0.8811987726573312,14.331710080224454,2.2863636627457105,2.2548339503991865,0.27610577326563135,60.03877998651951,0.30427384620673575
11,1.7114116375797486,1.0121009331136144,18.062194857900984,65.38009443362559,0.8842926144381775,11.579038814017556,-2.007620787630753,0.4213296657430443,26.88660981853592,67.2048245622442,0.8184691599390814,10.494348124602238,12.652802050839128,-0.6181508909186872,9.395108544322673,72.71773785378575,0.32563980060838776,11.116115711172913,19.38990091286481,2.3289663185099894,0.5923394976728173,2.1837144049591166,0.6147002454881055
