,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,cost,safety_factor,error,est_error,state_loss,error_loss
0,62.03885123980021,55.25374150810891,45.31521040710986,84.10171942841414,84.15232168221935,64.82423844194115,49.10302680373019,43.228862617806556,57.88968856535656,78.67872219675141,62.9692284655761,56.49497047433183,58.7177851927692,17.535964754172348,23.9892456776725,57.14166807508597,89.33540399927853,11.903257393957219,21.227218746792573,2.0484786677646127,52.29405885556776,80.02665809382937,19.84563690149039,16.89549396047049,48.90760729730726,37.20879801135684,0.7363056963630188,33.867285690270265,34.5531909542944,29.30107034793228,1.6506618865150136,0.039801388308475794,inf,0.8292397856712341,0.8322482109069824,0.2153242528438568
1,62.03885123980021,55.25374150810891,45.31521040710986,84.10171942841414,84.15232168221935,64.82423844194115,49.10302680373019,43.228862617806556,57.88968856535656,78.67872219675141,62.9692284655761,56.49497047433183,58.7177851927692,17.535964754172348,23.9892456776725,57.14166807508597,89.33540399927853,11.903257393957219,21.227218746792573,2.0484786677646127,52.29405885556776,80.02665809382937,19.84563690149039,16.89549396047049,48.90760729730726,37.20879801135684,0.7363056963630188,33.867285690270265,34.5531909542944,29.30107034793228,1.6506618865150136,0.039801388308475794,inf,0.6219758987426758,0.6318200826644897,0.204123392701149
2,62.03885123980021,55.25374150810891,45.31521040710986,84.10171942841414,84.15232168221935,64.82423844194115,49.10302680373019,43.228862617806556,57.88968856535656,78.67872219675141,62.9692284655761,56.49497047433183,58.7177851927692,17.535964754172348,23.9892456776725,57.14166807508597,89.33540399927853,11.903257393957219,21.227218746792573,2.0484786677646127,52.29405885556776,80.02665809382937,19.84563690149039,16.89549396047049,48.90760729730726,37.20879801135684,0.7363056963630188,33.867285690270265,34.5531909542944,29.30107034793228,1.6506618865150136,0.039801388308475794,inf,0.5276939868927002,0.5314570069313049,0.22812309861183167
3,62.03885123980021,55.25374150810891,45.31521040710986,84.10171942841414,84.15232168221935,64.82423844194115,49.10302680373019,43.228862617806556,57.88968856535656,78.67872219675141,62.9692284655761,56.49497047433183,58.7177851927692,17.535964754172348,23.9892456776725,57.14166807508597,89.33540399927853,11.903257393957219,21.227218746792573,2.0484786677646127,52.29405885556776,80.02665809382937,19.84563690149039,16.89549396047049,48.90760729730726,37.20879801135684,0.7363056963630188,33.867285690270265,34.5531909542944,29.30107034793228,1.6506618865150136,0.039801388308475794,inf,0.5274483561515808,0.5311839580535889,0.22771692276000977
4,62.03885123980021,55.25374150810891,45.31521040710986,84.10171942841414,84.15232168221935,64.82423844194115,49.10302680373019,43.228862617806556,57.88968856535656,78.67872219675141,62.9692284655761,56.49497047433183,58.7177851927692,17.535964754172348,23.9892456776725,57.14166807508597,89.33540399927853,11.903257393957219,21.227218746792573,2.0484786677646127,52.29405885556776,80.02665809382937,19.84563690149039,16.89549396047049,48.90760729730726,37.20879801135684,0.7363056963630188,33.867285690270265,34.5531909542944,29.30107034793228,1.6506618865150136,0.039801388308475794,inf,0.5306223630905151,0.5319240689277649,0.20759855210781097
5,62.03885123980021,55.25374150810891,45.31521040710986,84.10171942841414,84.15232168221935,64.82423844194115,49.10302680373019,43.228862617806556,57.88968856535656,78.67872219675141,62.9692284655761,56.49497047433183,58.7177851927692,17.535964754172348,23.9892456776725,57.14166807508597,89.33540399927853,11.903257393957219,21.227218746792573,2.0484786677646127,52.29405885556776,80.02665809382937,19.84563690149039,16.89549396047049,48.90760729730726,37.20879801135684,0.7363056963630188,33.867285690270265,34.5531909542944,29.30107034793228,1.6506618865150136,0.039801388308475794,inf,0.5105695128440857,0.51171875,0.19387400150299072
6,62.03885123980021,55.25374150810891,45.31521040710986,84.10171942841414,84.15232168221935,64.82423844194115,49.10302680373019,43.228862617806556,57.88968856535656,78.67872219675141,62.9692284655761,56.49497047433183,58.7177851927692,17.535964754172348,23.9892456776725,57.14166807508597,89.33540399927853,11.903257393957219,21.227218746792573,2.0484786677646127,52.29405885556776,80.02665809382937,19.84563690149039,16.89549396047049,48.90760729730726,37.20879801135684,0.7363056963630188,33.867285690270265,34.5531909542944,29.30107034793228,1.6506618865150136,0.039801388308475794,inf,0.4547102749347687,0.4557298421859741,0.17944717407226562
7,62.03885123980021,55.25374150810891,45.31521040710986,84.10171942841414,84.15232168221935,64.82423844194115,49.10302680373019,43.228862617806556,57.88968856535656,78.67872219675141,62.9692284655761,56.49497047433183,58.7177851927692,17.535964754172348,23.9892456776725,57.14166807508597,89.33540399927853,11.903257393957219,21.227218746792573,2.0484786677646127,52.29405885556776,80.02665809382937,19.84563690149039,16.89549396047049,48.90760729730726,37.20879801135684,0.7363056963630188,33.867285690270265,34.5531909542944,29.30107034793228,1.6506618865150136,0.039801388308475794,inf,0.35107043385505676,0.35436466336250305,0.1362370252609253
8,29.26721602678299,69.89631772041321,70.37456631660461,70.44421792030334,70.53982257843018,70.56552350521088,75.78025817871094,75.80587863922119,87.13594794273376,87.5382149219513,87.56113171577454,87.57180690765381,87.57548689842224,87.58352279663086,87.58829712867737,87.59618282318115,88.74462962150574,88.77337217330933,89.7926115989685,89.79719281196594,89.96171951293945,89.98928189277649,89.99680280685425,89.99680280685425,89.99699592590332,89.99700665473938,89.99774694442749,89.99936699867249,89.99974250793457,89.99990344047546,0.7784512977559335,0.8259819467860252,0.22318188761088198,0.2961612343788147,0.29785358905792236,0.12774482369422913
9,28.231070637702942,69.48986649513245,69.67884421348572,69.76466417312622,69.7834825515747,69.85806941986084,75.4219901561737,75.49752652645111,86.09092712402344,86.15504264831543,86.15600824356079,86.16330921649933,86.17808282375336,86.17889821529388,86.18817329406738,86.18873655796051,87.6909989118576,87.85173296928406,89.52770054340363,89.5356559753418,89.88855957984924,89.96141910552979,89.98627245426178,89.98629927635193,89.98710930347443,89.98736143112183,89.99013483524323,89.99669551849365,89.99846041202545,89.99930799007416,0.7751249263403074,0.8532650097752033,0.2174530622150304,0.24301038682460785,0.24424467980861664,0.15020312368869781
10,25.31558185815811,71.90582871437073,72.57668137550354,72.582346200943,72.64100074768066,72.65539884567261,75.65662980079651,75.6755018234253,85.18499493598938,85.2370834350586,85.25397062301636,85.2649462223053,85.26575088500977,85.26782155036926,85.28350710868835,85.29513716697693,86.48772239685059,86.64309740066528,89.25432443618774,89.27356123924255,89.80877995491028,89.9317216873169,89.97475504875183,89.97499108314514,89.97669696807861,89.97687935829163,89.982168674469,89.99336957931519,89.99670624732971,89.9984872341156,0.9186579488126018,0.8200922817789129,0.2614591155199181,0.2612134516239166,0.2621039152145386,0.140875905752182
