,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,cost,safety_factor,error,est_error,state_loss,error_loss
11,22.64182984828949,76.50206208229065,77.70609498023987,78.27127397060394,78.27882170677185,78.56990039348602,79.43622171878815,79.43894147872925,85.99469482898712,86.31542801856995,86.3229113817215,86.3563746213913,86.3642281293869,86.36752188205719,86.3977986574173,86.40627443790436,86.54538989067078,86.60094916820526,89.34957504272461,89.39031779766083,89.85147535800934,89.95122134685516,89.98356878757477,89.98423933982849,89.9854302406311,89.98547852039337,89.98931407928467,89.99603569507599,89.99804735183716,89.99914705753326,1.0704242928432657,0.7492079397829337,0.3077372384341853,0.2747734487056732,0.27596282958984375,0.13281401991844177
12,29.16909009218216,74.72757697105408,76.05448722839355,76.73961997032166,76.77810430526733,76.79105401039124,79.33746814727783,79.38733577728271,85.28177976608276,85.82243800163269,85.82443356513977,85.83345651626587,85.85438847541809,85.88089942932129,85.90413808822632,85.93451142311096,85.95371603965759,86.11284613609314,88.94914269447327,89.01219606399536,89.69507575035095,89.8798155784607,89.95029330253601,89.951913356781,89.95449900627136,89.9545419216156,89.96292114257812,89.98460412025452,89.9914276599884,89.995676279068,0.9449113002443689,0.7299604014663559,0.2827948844030256,0.23889145255088806,0.23995569348335266,0.1276266872882843
13,28.955261707305908,73.80792796611786,74.09908711910248,74.89202857017517,74.93671417236328,75.0176203250885,79.68355894088745,79.71641600131989,85.47583222389221,85.93895852565765,85.94225764274597,85.95091044902802,85.96380114555359,85.97190141677856,86.0008317232132,86.00588500499725,86.23863101005554,86.28677129745483,89.02833759784698,89.07904207706451,89.71931755542755,89.89241659641266,89.95710611343384,89.95915532112122,89.9612045288086,89.9617999792099,89.96849477291107,89.9870502948761,89.99277949333191,89.99625027179718,0.908066548711776,0.7541121559113585,0.2699245699179555,0.27562928199768066,0.27691346406936646,0.1187324970960617
14,32.5887805223465,74.24107789993286,74.27653670310974,74.67179775238037,74.72323179244995,74.75202798843384,80.93827486038208,80.95191657543182,86.10718667507172,86.1099761724472,86.14458203315735,86.15505337715149,86.18769586086273,86.19537770748138,86.19693875312805,86.20318830013275,86.22361600399017,86.29868566989899,89.01700794696808,89.04389441013336,89.71173763275146,89.89319443702698,89.9578732252121,89.95964884757996,89.96065199375153,89.961097240448,89.96677815914154,89.98663187026978,89.99251127243042,89.99605178833008,0.771849373759934,0.6633964165080793,0.24774348631531315,0.2895825505256653,0.29130300879478455,0.12196750938892365
15,36.551894545555115,72.48297035694122,72.58374631404877,72.84589469432831,72.85618901252747,72.85820603370667,81.1610859632492,81.18931889533997,86.18186473846436,86.42108023166656,86.45534813404083,86.46370053291321,86.47445619106293,86.47694528102875,86.49128437042236,86.49776995182037,86.66835844516754,86.68463408946991,89.0026044845581,89.02540326118469,89.68785524368286,89.87888216972351,89.94908094406128,89.95032548904419,89.95038449764252,89.95114088058472,89.95450973510742,89.98084902763367,89.98898684978485,89.99376118183136,0.5713284042315256,0.6467736767675422,0.18259731637977886,0.19264233112335205,0.19400621950626373,0.0985843688249588
16,38.87641757726669,69.5439076423645,69.57274675369263,69.62732970714569,69.65696811676025,69.74388778209686,81.77067697048187,81.88486933708191,87.09174513816833,87.33728528022766,87.34354019165039,87.34465599060059,87.36633896827698,87.37035155296326,87.37555503845215,87.40328907966614,87.67449259757996,87.74106502532959,89.33186173439026,89.39495801925659,89.83177185058594,89.93897438049316,89.97557044029236,89.97577428817749,89.97626781463623,89.97676134109497,89.97753381729126,89.99140620231628,89.99530076980591,89.99731779098511,0.41396787435421545,0.6810192120742914,0.10484429338302206,0.22164355218410492,0.22838863730430603,0.13290683925151825
17,42.84179538488388,66.45236134529114,66.62892580032349,66.71860814094543,66.72174096107483,66.73240005970001,82.68870055675507,82.77400016784668,87.8167462348938,87.8467869758606,87.8595757484436,87.86857724189758,87.90416479110718,87.90823101997375,87.90884256362915,87.94916152954102,88.0774998664856,88.09584617614746,89.46560740470886,89.54229712486267,89.89219665527344,89.9651312828064,89.98672842979431,89.98691082000732,89.98731851577759,89.98798370361328,89.98904585838318,89.99623417854309,89.99810099601746,89.99886274337769,0.30477862189037375,0.6801803139657693,0.09823941887764942,0.14458893239498138,0.15074887871742249,0.0973673164844513
18,41.43097221851349,65.75497627258301,66.18346452713013,66.3302993774414,66.34688079357147,66.34945571422577,85.7777738571167,85.93935012817383,89.05561029911041,89.15594100952148,89.16949689388275,89.17272090911865,89.2270839214325,89.22861278057098,89.26488161087036,89.2722898721695,89.31143939495087,89.31914806365967,89.84807968139648,89.86865222454071,89.97466385364532,89.99363780021667,89.99794006347656,89.99802589416504,89.99807417392731,89.99831020832062,89.99845504760742,89.9995493888855,89.99979078769684,89.99988198280334,0.29541107365413527,0.7298100445711937,0.09557662779124611,0.1475883573293686,0.151912122964859,0.1302715539932251
19,41.29653722047806,65.89530944824219,66.49185419082642,66.50638103485107,66.59241557121277,66.65760397911072,87.8842306137085,87.90460467338562,89.63774085044861,89.69775795936584,89.70330476760864,89.70730662345886,89.72087860107422,89.73142504692078,89.73333477973938,89.74011540412903,89.75756049156189,89.75871920585632,89.95824337005615,89.96509909629822,89.99489307403564,89.99902367591858,89.99974250793457,89.99976396560669,89.99976396560669,89.99979615211487,89.99981760978699,89.99995708465576,89.99998927116394,89.99998927116394,0.30870301011643997,0.7135541283303894,0.09078322662104212,0.09444431215524673,0.09724768996238708,0.12618310749530792
20,41.23086333274841,66.1964464187622,66.50816202163696,66.51635885238647,66.57898843288422,66.66018962860107,88.30476343631744,88.30832004547119,89.72889840602875,89.7780579328537,89.77905035018921,89.77928102016449,89.78619039058685,89.79434430599213,89.79740738868713,89.7983729839325,89.80126440525055,89.8022997379303,89.96911704540253,89.97531294822693,89.99681353569031,89.99942600727081,89.99986052513123,89.99986588954926,89.99987125396729,89.99988734722137,89.9999088048935,89.99997854232788,89.99999463558197,89.99999463558197,0.31141896825550447,0.7043994918806246,0.09069361995051077,0.09366268664598465,0.0952354297041893,0.10277365148067474
21,41.6447389125824,66.26330316066742,66.60256505012512,66.62818551063538,66.66800022125244,66.6983413696289,88.68129193782806,88.71716380119324,89.80787336826324,89.84289228916168,89.84663128852844,89.85010206699371,89.85222101211548,89.8528003692627,89.85475301742554,89.85563278198242,89.85929667949677,89.86128687858582,89.97881054878235,89.98301088809967,89.99785959720612,89.99963521957397,89.99991416931152,89.99991953372955,89.99992489814758,89.99993562698364,89.99994099140167,89.99998927116394,89.99999463558197,90.0,0.30903742712397425,0.6933439489157893,0.09378645200587943,0.09541743993759155,0.09830683469772339,0.09761926531791687
22,42.22681313753128,66.20855927467346,66.40245079994202,66.4049506187439,66.62713408470154,66.72557651996613,88.83517026901245,88.8599967956543,89.82993721961975,89.85586881637573,89.85900163650513,89.86132979393005,89.86753106117249,89.86818552017212,89.87127542495728,89.87288475036621,89.87509489059448,89.87554550170898,89.98149275779724,89.98499035835266,89.99813318252563,89.99969959259033,89.99992489814758,89.99993562698364,89.99993562698364,89.9999463558197,89.99995708465576,89.99998927116394,90.0,90.0,0.30971860354751896,0.6844968564654653,0.09478391839936832,0.0942077562212944,0.09609761834144592,0.09258247911930084
23,40.96744626760483,66.14266276359558,66.1792802810669,66.21863901615143,66.51334404945374,66.534104347229,89.09746885299683,89.10316586494446,89.88189697265625,89.89786148071289,89.89906311035156,89.9000608921051,89.90357995033264,89.90500688552856,89.90551114082336,89.90601539611816,89.9067771434784,89.90721702575684,89.9876618385315,89.9899685382843,89.99886274337769,89.99982833862305,89.99995708465576,89.99995708465576,89.99995708465576,89.99996781349182,89.99997854232788,89.99998927116394,90.0,90.0,0.3162951422917558,0.7079431944748452,0.08733880059835633,0.09630081057548523,0.09932248294353485,0.10729249566793442
24,42.299871146678925,66.15888476371765,66.41589403152466,66.42550706863403,66.44562363624573,66.45980715751648,89.09168601036072,89.10323023796082,89.8840856552124,89.89913821220398,89.89962100982666,89.89963173866272,89.90291476249695,89.90334391593933,89.90440607070923,89.90573644638062,89.90810751914978,89.90833282470703,89.98771548271179,89.99001145362854,89.99886274337769,89.99982833862305,89.99995708465576,89.99996781349182,89.99996781349182,89.99996781349182,89.99997854232788,89.99998927116394,90.0,90.0,0.311054344527341,0.6807495529704103,0.09460867229032716,0.09713773429393768,0.09885174036026001,0.036898091435432434
25,42.50079274177551,66.38431906700134,66.38514518737793,66.39358878135681,66.4428985118866,66.46817564964294,89.12011742591858,89.13979947566986,89.89157438278198,89.90513563156128,89.90560233592987,89.90572571754456,89.90795195102692,89.90860104560852,89.90911602973938,89.91055369377136,89.91297841072083,89.9135684967041,89.98852550983429,89.99065518379211,89.99894857406616,89.99984979629517,89.99996781349182,89.99996781349182,89.99997317790985,89.99997854232788,89.99997854232788,89.99999463558197,90.0,90.0,0.3102767371279694,0.6712706902880892,0.0965195983840506,0.08907687664031982,0.09089905023574829,0.06054646521806717
26,40.879510045051575,65.4474663734436,65.50751566886902,65.54787755012512,65.56435704231262,65.60634970664978,88.86702954769135,88.87153029441833,89.83867585659027,89.85664129257202,89.85688805580139,89.857537150383,89.85861539840698,89.85912501811981,89.85916793346405,89.85993504524231,89.86638844013214,89.86667275428772,89.98081147670746,89.98441636562347,89.99806880950928,89.99968349933624,89.99992489814758,89.99993026256561,89.99993026256561,89.99994099140167,89.9999463558197,89.99998927116394,89.99999463558197,90.0,0.3211278129433033,0.7286015205875815,0.08123753569369406,0.11049129068851471,0.1144280955195427,0.0982346311211586
27,41.69216305017471,65.8591103553772,65.866459608078,65.91308176517487,65.99696516990662,66.07260346412659,88.9332640171051,88.94761919975281,89.85695242881775,89.87357139587402,89.87370014190674,89.874107837677,89.8742151260376,89.8743224143982,89.87449407577515,89.8760712146759,89.88144636154175,89.88252997398376,89.98302698135376,89.98605251312256,89.99826192855835,89.99972105026245,89.99993562698364,89.99993562698364,89.9999463558197,89.9999463558197,89.99995708465576,89.99998927116394,90.0,90.0,0.31417352009859073,0.7028806677646704,0.08935950665556716,0.09071195125579834,0.09361188858747482,0.07654406130313873
28,41.56223684549332,65.8573830127716,66.00015163421631,66.04085683822632,66.20061993598938,66.28445506095886,89.23325300216675,89.24726486206055,89.91357922554016,89.92241978645325,89.92265582084656,89.92326736450195,89.92386817932129,89.9239432811737,89.92440462112427,89.925616979599,89.92704391479492,89.92769837379456,89.9910843372345,89.99272584915161,89.99923825263977,89.9998927116394,89.99997854232788,89.99997854232788,89.99997854232788,89.99998927116394,89.99998927116394,90.0,90.0,90.0,0.3151287329210375,0.7052818977696459,0.08843162365514698,0.10130956023931503,0.10276810824871063,0.09646016359329224
29,41.337526738643646,65.66924214363098,65.77492654323578,65.82344233989716,65.88788509368896,66.15614891052246,89.14894580841064,89.16023254394531,89.89717483520508,89.90659475326538,89.90749597549438,89.90754961967468,89.90781784057617,89.9080753326416,89.90856885910034,89.90923404693604,89.91151928901672,89.91163730621338,89.98833775520325,89.99042987823486,89.99890565872192,89.9998390674591,89.99996781349182,89.99996781349182,89.99996781349182,89.99996781349182,89.99997854232788,89.99998927116394,90.0,90.0,0.3204267207722369,0.7197869930115809,0.08305937212427658,0.09569551795721054,0.09777578711509705,0.09290836751461029
30,42.39217936992645,66.21680974960327,66.33531510829926,66.39919459819794,66.42033576965332,66.60125076770782,89.07834470272064,89.09032881259918,89.883833527565,89.89522218704224,89.89529728889465,89.8953241109848,89.89589273929596,89.89609122276306,89.89641845226288,89.89664375782013,89.90073144435883,89.90101039409637,89.98612225055695,89.98865962028503,89.9986320734024,89.99978542327881,89.9999463558197,89.99995708465576,89.99995708465576,89.99996244907379,89.99996781349182,89.99999463558197,90.0,90.0,0.314242575600778,0.6827642420776986,0.09247399683400162,0.09712520986795425,0.09937618672847748,0.08116389811038971
31,41.61987483501434,65.8371913433075,65.9437608718872,65.96767544746399,66.01682424545288,66.01685643196106,89.1988080739975,89.2018872499466,89.90715801715851,89.91502225399017,89.91511344909668,89.91536021232605,89.91581082344055,89.91622388362885,89.91622924804688,89.91687297821045,89.9185574054718,89.91869688034058,89.98945355415344,89.99135255813599,89.99902904033661,89.9998551607132,89.99997317790985,89.99997317790985,89.99997317790985,89.99997854232788,89.99998390674591,89.99999463558197,90.0,90.0,0.31450961979079917,0.7015852710948194,0.08937116412566802,0.09469565004110336,0.09648057073354721,0.06490026414394379
