,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,cost,safety_factor,error
0,49.92534004657814,19.502542093761733,88.18806418290792,7.2389630868573,84.39215034945829,59.22279326199273,71.61281533039802,70.30878472956776,72.80229399938733,30.524825987616463,76.25124126317803,28.636374226857694,41.66083501566015,89.512163183208,45.50143337475893,51.29962610706556,36.751336989394595,21.782065869112067,27.838783464174703,66.98371089069668,22.688618015954933,1.2337400671559218,3.056327617528243,37.15602528126807,1.7742626715822163,84.79727553305356,70.25684039381319,51.91125104409801,55.300732654179136,57.23097063522059,3.8643716577805383,10.9290265242592,1.126866231741094
1,42.192035487093925,25.76097859193517,77.49795293370381,71.31038642835173,3.4743271718093514,71.1960916905577,7.558546743179914,19.186361878644203,38.08185480466791,44.08562305171992,5.711657672160225,29.90268396227386,50.117877546213855,86.28435497443472,6.300260815728979,75.50690180134248,75.14064552496089,69.34832813727897,64.08746895561414,87.72328238082093,68.92900672583336,36.10943736283766,77.3293123852364,74.61599513204797,18.855638059102507,74.52135446742018,78.27797492793819,78.30324646250926,11.241119160820212,32.856712959352855,3.916501279864267,15.649845412644513,1.2151020684320164
2,41.72329954678065,41.92612982834608,14.623436634899612,74.19557675060015,24.898042502443896,52.26039907347398,85.30174172990002,34.628476350898566,42.17735058198257,40.851632108809135,7.326733151869736,51.40606651309256,36.79036637413813,39.061794074765665,14.924892016185725,62.52417974673421,26.327186128646996,9.998469496425837,77.0557899077899,75.26091152562876,24.089362547215526,40.273019250671666,78.3871490445133,25.04404587158782,12.633395229898456,89.07634750037072,76.40467740159946,21.10469381614785,51.907808873086005,15.720615681568464,5.089660861911308,18.00868316802395,1.308274725396041
3,3.864642913128329,16.232229250551516,65.5471711791215,22.44848947200044,68.9756029574817,82.97474856677178,25.57114260263034,30.27030994550963,18.705790008130762,38.50982900936934,70.30196310575508,53.99308914837087,83.94362298728282,9.776378199608356,40.58729434922998,54.13595498333031,23.647707732336475,25.539705483652362,72.91002286402644,45.17659808470313,37.023781881163366,6.745200957988743,18.90759411121084,12.291438193295175,18.593455918640466,11.298523743884646,18.28025423148245,0.5509549069879283,29.78743082700407,75.13306742143652,6.244677715553572,5.996460804651784,1.081785515600242
4,10.79951669867374,6.730913506091945,42.38231381728441,78.47446488836982,48.251375838587634,65.07617827272571,0.939652042551149,34.89214146030206,61.296793198700335,38.86464032867685,44.04743379886766,72.30287380950595,81.21942102648705,51.15231110196786,27.333817223327948,13.37440485188805,3.4278818808927705,68.22782939977023,76.98152096215479,1.9714173343793473,32.450437296683305,45.68064005441253,15.522743584613481,64.51900078716123,20.705093626726704,74.28845929407854,41.80935969017495,40.55953057258496,45.922346596738194,50.53006813650646,3.1801053222049886,14.4131299277124,1.1359818353647757
5,41.52838640372682,23.8516759935531,83.39838918805992,30.028042699936623,54.435417511271076,5.978512199994363,15.777256183336295,19.855637088777833,12.724934347848695,4.245599451319075,77.3523753850712,20.879848442058673,2.077062041565333,4.1936267819406,58.5325379386779,74.4867164500417,62.233620727431074,25.66157514787235,74.05459469465747,80.68774328262624,13.827863203628992,2.529650577261294,61.213773925966514,56.94806727540862,8.263891106421378,13.633501458705023,60.15067317480323,62.95887562488717,54.87139479637114,75.58105517277147,2.0313634371868594,0.7824034523476744,0.5036205957484483
6,58.217477183044096,63.63265784950889,18.059062213597677,18.428708647473904,67.95280594140328,22.402313936672627,53.563952419643684,74.26600704405064,54.14710985831583,15.927134193277574,15.700659832034226,43.9334572697758,37.4318699765774,71.98290947984363,30.014858961942767,38.906145601662075,88.08161992318345,28.80742396298846,23.221265814625777,25.225400487682144,36.35932170547407,89.71078903989337,86.61019629791323,84.7261419624446,40.94899340334483,14.295038962307585,30.6446611167272,48.49185149868882,20.73026584647417,89.62051734376686,5.63700133121515,3.27051113720532,0.9284470657646917
7,66.35568408495672,17.804711902570766,73.71849283699994,68.7679483612505,72.10325251157332,2.56376871123567,71.92287287263309,18.5304462576426,81.62606623343639,35.95391402028223,45.136331871667856,3.260924936911306,60.76143325597603,41.049935314125555,1.3523336259478824,39.170601472133804,26.436599018131695,33.75387738371895,87.2298783737069,46.80188299244946,8.963348282566782,68.52271909369196,83.04960214998731,83.08145185659738,70.7660188971277,39.72911864598171,64.11617029066771,34.93350483073684,68.8545725389813,57.331545821176974,4.359807805637406,0.062416299499679986,0.7894532110302965
8,79.41556147342442,12.452770830296554,86.56582290033414,12.074197381267613,74.10654540178531,47.692101819542394,37.37434808352683,70.12196391233036,72.41511429008727,25.281474419589536,25.503215510676814,35.022677547360416,12.867852594936863,24.143693656856925,16.58281345414796,85.9982538187666,16.55797082205757,25.344345026864946,9.260039500633567,39.7986210225413,33.20944628744787,31.75967472100612,50.33258153741579,80.54251677225263,80.44002318216886,60.87404061497574,42.40331289115441,4.129677953308583,88.24069144196888,51.24275998299555,1.4400158292844687,8.728103473786295,0.858769994159775
9,58.54999848052779,24.35909961757463,53.92196028010403,75.45248013511056,32.13906329510217,13.208880999477069,41.25112228853196,1.254699562728827,8.31127701354987,84.1071508631607,64.12854615553051,53.50284013017821,29.81110344701105,34.037232735470745,55.47682599957386,75.863731604706,45.96800022426026,40.93192605667973,25.187823003038478,61.30976350933904,77.87626907632841,46.5974670070844,59.3484768699058,43.786023224649476,9.002035238030086,89.19812895322792,70.97811567789478,61.45522892308115,30.30472018627878,47.77503283351545,3.90561516203195,4.59647822560269,0.9251748791743108
